Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Frequently,1254,Sales,20,3,Other,1,1158,4,Male,71,1,5,Sales Executive,1,Married,15921,10638,7,Y,Yes,13,4,3,80,0,31,3,1,9,1,1,5
47,No,Travel_Frequently,393,Human Resources,21,4,Technical Degree,1,1159,4,Female,32,4,5,Human Resources,4,Married,11995,11514,0,Y,Yes,24,4,2,80,2,28,6,3,9,3,3,2
58,Yes,Non-Travel,352,Human Resources,2,4,Technical Degree,1,1160,2,Female,90,1,5,Human Resources,4,Married,15135,11617,1,Y,Yes,17,4,2,80,2,39,3,4,10,8,2,9
42,No,Travel_Frequently,355,Sales,17,5,Technical Degree,1,1161,4,Female,80,4,2,Sales Executive,3,Single,3506,14110,2,Y,No,17,3,1,80,2,22,0,2,13,9,6,8
49,No,Non-Travel,757,Research & Development,7,1,Other,1,1162,4,Male,96,1,2,Research Director,2,Single,19072,22293,5,Y,Yes,14,4,1,80,2,28,6,3,11,7,0,1
27,No,Non-Travel,1354,Research & Development,24,3,Other,1,1163,2,Male,59,2,2,Research Director,1,Divorced,12793,11442,1,Y,No,9,3,1,80,0,9,1,1,9,6,6,1
32,No,Travel_Rarely,404,Research & Development,23,1,Marketing,1,1164,1,Male,42,2,4,Healthcare Representative,2,Married,3478,5760,3,Y,Yes,18,3,4,80,1,15,4,1,15,8,2,5
20,Yes,Non-Travel,361,Sales,22,3,Medical,1,1165,4,Female,83,2,4,Sales Representative,2,Single,13364,8986,5,Y,Yes,14,3,3,80,3,1,2,3,1,1,1,1
38,No,Travel_Frequently,1234,Sales,1,1,Life Sciences,1,1166,1,Male,97,2,5,Sales Manager,3,Married,9549,8117,5,Y,No,21,4,4,80,1,16,3,4,8,5,5,6
42,Yes,Travel_Frequently,525,Human Resources,23,2,Human Resources,1,1167,2,Male,39,3,3,Manager,1,Divorced,12269,24413,8,Y,Yes,11,4,3,80,2,23,3,2,3,3,0,3
59,Yes,Non-Travel,391,Research & Development,21,3,Other,1,1168,3,Male,78,3,3,Research Director,2,Married,13648,12023,1,Y,No,16,4,2,80,1,37,4,1,13,2,2,5
25,No,Travel_Frequently,1396,Sales,14,2,Medical,1,1169,3,Female,68,4,4,Sales Manager,3,Single,8750,9414,9,Y,Yes,14,4,4,80,1,6,5,1,1,1,0,1
48,Yes,Travel_Rarely,1105,Sales,20,2,Life Sciences,1,1170,1,Female,66,2,5,Sales Manager,2,Single,6180,21115,4,Y,No,6,3,2,80,1,27,1,2,15,7,3,9
20,Yes,Travel_Rarely,1040,Research & Development,18,3,Technical Degree,1,1171,3,Female,32,4,3,Research Scientist,4,Single,2208,9247,7,Y,No,17,4,1,80,1,1,5,1,1,1,1,1
26,No,Travel_Frequently,1001,Research & Development,27,2,Life Sciences,1,1172,2,Male,47,2,2,Healthcare Representative,1,Divorced,10571,15980,3,Y,No,13,3,3,80,0,8,5,3,8,8,2,8
60,Yes,Non-Travel,667,Sales,4,4,Other,1,1173,3,Male,41,4,3,Sales Executive,1,Married,19073,5685,2,Y,Yes,21,4,2,80,2,39,1,3,9,5,3,6
42,No,Travel_Frequently,792,Research & Development,23,5,Other,1,1174,2,Male,74,3,1,Manufacturing Director,1,Married,15460,13843,3,Y,Yes,22,4,2,80,2,23,4,4,9,9,1,2
31,No,Travel_Rarely,839,Human Resources,15,4,Marketing,1,1175,4,Female,84,1,2,Manager,3,Single,8868,4356,6,Y,Yes,11,4,1,80,3,13,1,3,13,8,7,6
59,Yes,Travel_Frequently,253,Research & Development,26,4,Technical Degree,1,1176,3,Female,40,3,2,Laboratory Technician,1,Single,5079,9338,7,Y,Yes,24,3,3,80,0,40,1,3,4,4,0,1
34,Yes,Non-Travel,738,Sales,1,2,Life Sciences,1,1177,4,Female,41,1,5,Sales Manager,4,Divorced,2607,13227,8,Y,Yes,20,3,4,80,0,15,5,4,4,4,4,4
29,Yes,Non-Travel,1262,Research & Development,14,4,Life Sciences,1,1178,1,Male,86,4,2,Laboratory Technician,3,Divorced,14679,7184,4,Y,Yes,13,4,3,80,3,8,4,4,6,1,1,6
49,No,Travel_Rarely,1140,Human Resources,22,1,Life Sciences,1,1179,1,Female,73,1,3,Manager,3,Single,15893,15313,7,Y,No,21,4,4,80,0,28,2,2,6,6,0,6
48,Yes,Non-Travel,1317,Sales,13,2,Technical Degree,1,1180,4,Female,80,4,4,Sales Representative,3,Single,13490,10645,3,Y,Yes,15,4,3,80,0,27,5,4,16,7,7,7
58,No,Travel_Rarely,1245,Sales,1,4,Marketing,1,1181,2,Male,64,3,1,Sales Manager,3,Married,2182,24256,5,Y,No,21,4,3,80,1,37,1,1,15,8,2,10
40,Yes,Travel_Frequently,482,Human Resources,7,1,Technical Degree,1,1182,1,Female,45,3,3,Human Resources,3,Divorced,8176,10115,3,Y,No,18,4,1,80,1,23,1,4,18,6,6,10
35,No,Non-Travel,1191,Sales,11,1,Other,1,1183,2,Male,87,2,2,Sales Executive,3,Married,9551,22697,1,Y,No,23,4,4,80,2,13,2,4,5,5,5,5
43,Yes,Travel_Frequently,242,Research & Development,20,1,Medical,1,1184,4,Female,36,4,4,Laboratory Technician,1,Divorced,11295,4909,7,Y,No,5,3,4,80,1,23,5,1,4,4,2,1
37,No,Non-Travel,1015,Human Resources,28,4,Technical Degree,1,1185,1,Female,77,3,2,Manager,3,Divorced,12532,10833,0,Y,Yes,20,3,2,80,1,18,0,4,3,3,3,3
19,No,Non-Travel,294,Sales,21,4,Marketing,1,1186,4,Female,57,2,1,Sales Representative,4,Divorced,15078,20677,8,Y,No,8,3,3,80,3,2,4,3,2,2,2,2
24,No,Travel_Frequently,343,Human Resources,17,4,Technical Degree,1,1187,1,Male,33,4,1,Manager,4,Single,13906,16002,0,Y,No,13,3,2,80,2,5,3,3,5,2,0,5
30,Yes,Travel_Rarely,1081,Sales,22,3,Human Resources,1,1188,1,Male,53,2,2,Sales Representative,4,Single,6236,18845,4,Y,No,6,3,2,80,3,13,6,4,1,1,1,1
23,Yes,Non-Travel,481,Human Resources,18,5,Marketing,1,1189,1,Female,34,4,3,Manager,3,Married,8550,17111,8,Y,Yes,25,4,2,80,2,6,4,4,6,6,3,1
41,Yes,Non-Travel,106,Human Resources,1,1,Medical,1,1190,3,Male,61,3,4,Manager,1,Single,10674,2961,9,Y,Yes,19,3,2,80,1,20,1,4,8,6,6,6
27,No,Non-Travel,358,Sales,7,1,Human Resources,1,1191,2,Female,37,1,1,Sales Executive,1,Single,18946,11861,1,Y,No,21,3,3,80,2,10,4,3,10,3,0,7
31,No,Travel_Rarely,1197,Sales,27,4,Human Resources,1,1192,4,Female,50,2,5,Sales Executive,3,Married,4773,17925,5,Y,Yes,9,3,2,80,1,14,6,3,11,4,1,6
29,No,Travel_Rarely,1277,Sales,29,4,Other,1,1193,4,Female,84,3,5,Sales Manager,4,Married,6061,22335,5,Y,No,15,4,1,80,0,11,0,3,2,2,0,2
36,No,Travel_Frequently,1008,Research & Development,9,3,Other,1,1194,2,Male,82,3,5,Healthcare Representative,3,Divorced,2876,21518,4,Y,Yes,16,4,3,80,1,17,6,1,10,1,1,6
26,No,Travel_Rarely,544,Sales,9,4,Marketing,1,1195,4,Male,95,2,4,Sales Representative,4,Married,6135,16659,5,Y,Yes,9,4,1,80,3,8,3,1,6,6,4,2
39,No,Travel_Rarely,963,Sales,30,3,Human Resources,1,1196,2,Female,92,3,4,Sales Manager,3,Divorced,13171,5847,1,Y,No,9,4,1,80,3,20,6,2,14,3,3,10
34,No,Travel_Frequently,1385,Research & Development,16,3,Life Sciences,1,1197,1,Male,55,1,4,Laboratory Technician,3,Married,5708,11053,6,Y,Yes,8,4,3,80,1,14,2,3,7,2,2,6
40,Yes,Travel_Frequently,210,Sales,22,3,Marketing,1,1198,4,Female,75,1,1,Sales Executive,1,Divorced,18678,2254,3,Y,No,14,3,3,80,3,19,0,2,12,8,6,7
39,No,Non-Travel,173,Research & Development,13,3,Medical,1,1199,1,Female,97,1,4,Healthcare Representative,1,Divorced,15770,20866,8,Y,Yes,21,4,3,80,1,20,6,3,2,2,2,2
23,Yes,Non-Travel,597,Research & Development,2,2,Medical,1,1200,2,Male,93,1,4,Laboratory Technician,4,Married,16202,21249,9,Y,Yes,6,3,2,80,2,6,4,1,6,4,3,6
36,Yes,Travel_Frequently,289,Sales,29,1,Technical Degree,1,1201,3,Female,53,4,4,Sales Representative,4,Divorced,18793,11632,4,Y,No,10,4,3,80,1,15,5,2,1,1,1,1
19,No,Travel_Rarely,1008,Human Resources,8,5,Medical,1,1202,4,Female,68,3,4,Human Resources,4,Married,17544,10933,7,Y,No,24,3,1,80,3,1,2,3,1,1,1,1
31,Yes,Travel_Frequently,1237,Sales,5,1,Marketing,1,1203,4,Female,78,4,4,Sales Representative,1,Single,2364,10790,3,Y,Yes,23,4,1,80,2,13,6,2,9,1,1,7
27,Yes,Non-Travel,209,Sales,29,2,Marketing,1,1204,4,Male,79,4,4,Sales Manager,3,Divorced,10842,24134,0,Y,Yes,7,3,3,80,1,6,4,4,6,4,3,6
34,Yes,Travel_Frequently,790,Human Resources,27,5,Technical Degree,1,1205,3,Female,38,4,4,Manager,3,Married,13552,6317,5,Y,Yes,17,4,3,80,3,15,3,2,15,7,0,1
20,Yes,Travel_Rarely,1007,Sales,6,1,Marketing,1,1206,1,Female,62,2,2,Sales Representative,2,Married,16132,16939,0,Y,Yes,8,4,3,80,2,1,5,1,1,1,1,1
51,No,Non-Travel,480,Sales,11,1,Marketing,1,1207,4,Female,53,4,1,Sales Representative,2,Divorced,8145,20437,8,Y,Yes,21,4,2,80,1,31,5,4,2,2,1,2
26,No,Travel_Frequently,1182,Research & Development,27,5,Life Sciences,1,1208,3,Male,64,4,1,Manufacturing Director,1,Single,4671,13454,7,Y,Yes,19,4,3,80,0,4,3,2,2,2,2,2
40,No,Non-Travel,182,Research & Development,10,1,Marketing,1,1209,1,Female,84,2,5,Research Director,4,Single,9236,4516,0,Y,Yes,5,3,4,80,1,23,2,3,16,8,5,2
25,No,Travel_Frequently,942,Research & Development,5,2,Medical,1,1210,2,Female,74,2,2,Research Director,4,Married,15925,15046,7,Y,No,6,3,1,80,0,5,2,4,5,2,2,5
44,No,Travel_Rarely,1031,Sales,5,4,Marketing,1,1211,4,Male,70,3,2,Sales Representative,4,Married,6717,5694,0,Y,Yes,5,3,1,80,3,27,4,4,8,7,7,1
22,No,Travel_Frequently,573,Human Resources,20,1,Other,1,1212,3,Male,32,3,4,Human Resources,1,Single,9524,22632,3,Y,Yes,16,4,4,80,3,1,3,3,1,1,1,1
55,Yes,Travel_Rarely,1274,Human Resources,6,2,Life Sciences,1,1213,1,Female,33,1,1,Human Resources,3,Single,5616,6675,6,Y,No,6,4,3,80,1,38,6,1,9,7,5,6
56,No,Travel_Rarely,1053,Sales,7,3,Technical Degree,1,1214,4,Male,36,1,2,Sales Manager,3,Single,8340,2094,3,Y,Yes,23,4,2,80,1,34,3,4,11,8,5,5
27,Yes,Non-Travel,289,Sales,11,1,Other,1,1215,1,Male,87,4,1,Sales Representative,4,Married,17423,23035,9,Y,Yes,22,4,4,80,0,6,2,4,6,4,3,6
24,No,Non-Travel,487,Human Resources,22,2,Other,1,1216,4,Female,61,2,1,Human Resources,3,Divorced,19963,23314,5,Y,No,7,4,4,80,0,7,4,1,7,7,1,7
20,Yes,Travel_Rarely,902,Research & Development,15,3,Marketing,1,1217,2,Female,53,4,5,Research Director,2,Married,10551,2404,0,Y,Yes,20,4,4,80,1,3,4,1,3,3,3,1
26,No,Travel_Frequently,1307,Human Resources,4,1,Life Sciences,1,1218,1,Female,65,4,5,Manager,1,Divorced,4228,20735,0,Y,No,5,3,2,80,0,8,3,2,8,7,0,8
51,No,Non-Travel,1253,Sales,9,5,Technical Degree,1,1219,4,Male,72,3,4,Sales Representative,1,Married,5446,15985,9,Y,No,25,4,4,80,0,32,1,4,5,5,2,2
41,No,Non-Travel,678,Research & Development,12,5,Other,1,1220,1,Female,97,3,2,Healthcare Representative,1,Divorced,17058,23961,1,Y,No,24,3,4,80,1,20,0,3,12,7,3,10
35,No,Travel_Frequently,1023,Sales,4,4,Medical,1,1221,2,Female,60,3,1,Sales Manager,2,Divorced,18355,14249,7,Y,No,24,4,3,80,1,18,4,4,16,5,5,5
29,Yes,Travel_Rarely,1264,Human Resources,14,1,Life Sciences,1,1222,3,Female,83,2,1,Human Resources,2,Single,4917,21178,9,Y,Yes,23,3,1,80,3,7,5,2,5,5,5,2
53,Yes,Travel_Frequently,967,Sales,26,2,Life Sciences,1,1223,3,Female,51,4,4,Sales Manager,4,Divorced,7830,3745,7,Y,Yes,9,4,1,80,1,33,1,1,8,4,4,6
60,No,Non-Travel,787,Sales,5,3,Life Sciences,1,1224,3,Male,31,4,5,Sales Executive,1,Married,16139,10005,9,Y,No,23,4,3,80,1,39,3,3,3,3,3,3
54,Yes,Travel_Rarely,1113,Research & Development,21,3,Medical,1,1225,2,Male,75,4,3,Laboratory Technician,1,Married,12827,3037,5,Y,Yes,23,3,3,80,1,33,5,1,12,4,1,2
41,Yes,Non-Travel,1199,Research & Development,19,3,Technical Degree,1,1226,2,Female,70,3,3,Healthcare Representative,3,Divorced,19067,12633,1,Y,Yes,5,4,3,80,1,22,0,1,18,7,7,1
27,Yes,Travel_Rarely,1134,Sales,27,5,Technical Degree,1,1227,2,Female,99,1,2,Sales Manager,2,Divorced,4326,22983,9,Y,No,24,4,2,80,2,6,3,3,4,1,1,4
37,Yes,Travel_Rarely,887,Human Resources,15,1,Marketing,1,1228,4,Male,53,3,1,Manager,2,Single,7287,11892,5,Y,Yes,15,4,1,80,1,18,0,2,2,2,2,2
34,No,Non-Travel,884,Human Resources,16,2,Medical,1,1229,1,Female,37,4,5,Human Resources,1,Divorced,14613,22454,1,Y,Yes,15,4,4,80,2,15,6,1,8,5,3,5
51,No,Travel_Rarely,696,Sales,5,4,Human Resources,1,1230,4,Male,43,1,4,Sales Executive,1,Single,7421,17977,1,Y,Yes,15,4,3,80,1,31,2,4,3,3,0,3
39,No,Travel_Rarely,754,Human Resources,24,2,Medical,1,1231,4,Female,100,3,4,Human Resources,2,Single,16126,5819,0,Y,No,19,3,1,80,3,18,1,3,17,6,1,6
28,Yes,Travel_Frequently,114,Human Resources,19,1,Other,1,1232,2,Male,40,4,3,Human Resources,1,Divorced,11314,9090,9,Y,No,21,4,3,80,1,8,3,2,8,2,2,2
25,Yes,Non-Travel,1151,Sales,20,1,Life Sciences,1,1233,1,Male,96,3,1,Sales Representative,2,Divorced,18488,14812,8,Y,Yes,17,4,4,80,1,8,6,2,8,5,5,8
42,No,Travel_Frequently,294,Research & Development,21,3,Human Resources,1,1234,2,Female,42,2,3,Manufacturing Director,1,Divorced,2833,8248,9,Y,Yes,6,4,3,80,2,20,6,4,11,4,2,2
33,No,Travel_Frequently,423,Human Resources,29,5,Marketing,1,1235,2,Female,31,3,2,Human Resources,2,Single,9952,6569,4,Y,Yes,15,3,4,80,1,14,6,4,6,6,6,2
48,No,Travel_Frequently,1122,Human Resources,23,3,Medical,1,1236,3,Female,92,4,5,Human Resources,2,Single,19664,6393,6,Y,Yes,7,3,3,80,3,31,0,1,13,8,4,1
20,Yes,Travel_Rarely,232,Human Resources,26,1,Other,1,1237,4,Female,85,2,2,Manager,4,Single,11481,23837,2,Y,Yes,22,3,2,80,2,1,5,3,1,1,1,1
60,No,Travel_Frequently,661,Human Resources,21,2,Human Resources,1,1238,2,Male,53,4,4,Human Resources,1,Divorced,3301,23322,2,Y,Yes,12,4,3,80,1,41,0,2,18,7,0,8
55,No,Travel_Frequently,867,Research & Development,15,1,Other,1,1239,4,Male,30,3,2,Research Director,2,Divorced,17711,20303,0,Y,No,22,4,3,80,2,35,3,4,1,1,0,1
44,No,Non-Travel,859,Research & Development,20,2,Human Resources,1,1240,1,Male,72,2,5,Research Director,3,Single,7337,13031,4,Y,Yes,8,3,1,80,2,26,2,3,9,6,4,3
31,Yes,Travel_Rarely,786,Human Resources,4,1,Life Sciences,1,1241,4,Female,33,2,4,Manager,2,Single,2321,10251,3,Y,Yes,7,4,2,80,2,12,2,2,8,7,5,8
49,Yes,Non-Travel,1481,Research & Development,17,2,Other,1,1242,1,Female,86,1,5,Laboratory Technician,2,Single,12066,24347,1,Y,No,15,3,4,80,0,30,4,3,3,3,3,3
49,No,Non-Travel,1290,Human Resources,18,1,Marketing,1,1243,1,Male,63,2,2,Human Resources,1,Single,12955,24063,8,Y,No,5,3,2,80,0,30,2,4,6,4,0,6
20,Yes,Non-Travel,969,Research & Development,18,1,Human Resources,1,1244,2,Male,100,2,1,Research Director,1,Single,4053,17420,1,Y,Yes,22,4,3,80,2,1,6,4,1,1,1,1
26,Yes,Non-Travel,839,Sales,24,2,Other,1,1245,1,Male,38,4,4,Sales Manager,1,Married,15479,3474,3,Y,Yes,5,4,1,80,2,6,0,3,6,3,1,1
39,No,Non-Travel,367,Sales,22,4,Human Resources,1,1246,4,Female,40,4,1,Sales Executive,4,Married,17212,18027,2,Y,No,17,3,4,80,3,22,5,4,8,8,5,7
22,No,Travel_Frequently,668,Human Resources,18,4,Technical Degree,1,1247,3,Male,94,3,2,Human Resources,1,Divorced,3367,17615,1,Y,No,12,3,3,80,1,4,2,3,4,4,4,3
23,No,Travel_Rarely,753,Research & Development,19,2,Marketing,1,1248,3,Female,95,1,5,Healthcare Representative,2,Divorced,17874,12861,6,Y,No,24,3,4,80,0,3,0,2,2,2,1,2
37,No,Travel_Rarely,387,Sales,1,5,Medical,1,1249,2,Male,36,3,5,Sales Executive,4,Single,2276,17343,6,Y,No,25,3,3,80,2,16,0,2,16,6,6,8
59,No,Non-Travel,1176,Human Resources,15,3,Medical,1,1250,1,Female,98,1,3,Manager,1,Divorced,18493,21261,8,Y,Yes,10,3,4,80,2,42,5,2,19,7,7,8
19,Yes,Travel_Frequently,147,Research & Development,15,1,Life Sciences,1,1251,1,Female,69,4,4,Research Director,4,Married,5105,20086,5,Y,No,18,4,3,80,0,2,1,3,2,2,0,2
36,Yes,Travel_Rarely,572,Sales,3,1,Other,1,1252,3,Female,61,1,5,Sales Manager,3,Married,2451,7145,1,Y,Yes,15,4,2,80,3,14,3,1,4,4,4,4
42,No,Non-Travel,1378,Sales,21,5,Human Resources,1,1253,4,Female,94,3,3,Sales Manager,2,Divorced,16493,21329,0,Y,No,23,3,3,80,0,22,0,4,8,8,1,8
25,No,Non-Travel,1144,Research & Development,5,2,Life Sciences,1,1254,4,Male,45,1,4,Healthcare Representative,1,Divorced,5175,7441,3,Y,Yes,19,4,1,80,2,3,2,2,3,3,3,3
47,Yes,Non-Travel,520,Sales,27,2,Marketing,1,1255,1,Female,45,1,4,Sales Manager,1,Single,7073,4393,5,Y,No,15,4,1,80,2,26,0,2,13,3,3,2
24,Yes,Travel_Rarely,996,Human Resources,28,4,Other,1,1256,3,Male,61,2,1,Human Resources,4,Divorced,15888,13977,2,Y,No,11,4,1,80,0,3,6,1,3,3,3,3
38,Yes,Travel_Rarely,360,Human Resources,11,2,Technical Degree,1,1257,3,Female,77,3,5,Human Resources,1,Married,19365,3966,3,Y,Yes,22,3,2,80,2,19,1,2,11,9,2,7
41,Yes,Travel_Frequently,1463,Human Resources,17,5,Life Sciences,1,1258,3,Male,95,2,3,Human Resources,3,Married,18288,4884,0,Y,Yes,23,4,3,80,1,21,2,2,1,1,1,1
48,No,Travel_Rarely,199,Sales,26,4,Marketing,1,1259,3,Female,85,4,5,Sales Representative,4,Married,3732,2285,9,Y,No,17,3,2,80,3,27,2,4,2,2,2,2
49,Yes,Non-Travel,421,Sales,19,2,Human Resources,1,1260,1,Female,76,4,3,Sales Manager,1,Divorced,17328,10299,1,Y,Yes,16,3,4,80,3,28,4,1,4,1,1,1
58,No,Travel_Rarely,216,Human Resources,22,1,Technical Degree,1,1261,3,Female,57,2,4,Human Resources,2,Married,14918,6315,1,Y,No,16,3,3,80,1,41,1,3,16,5,3,2
40,No,Travel_Frequently,1034,Research & Development,14,2,Technical Degree,1,1262,1,Male,94,2,5,Manufacturing Director,4,Divorced,13601,5800,4,Y,Yes,10,4,3,80,2,20,3,2,10,10,5,10
26,Yes,Travel_Rarely,162,Research & Development,28,3,Life Sciences,1,1263,3,Male,65,3,5,Laboratory Technician,1,Divorced,10867,3324,2,Y,No,13,4,1,80,1,7,4,2,7,2,2,7
23,Yes,Non-Travel,376,Research & Development,16,3,Life Sciences,1,1264,2,Male,86,3,5,Laboratory Technician,2,Single,19232,15762,4,Y,No,20,4,2,80,1,6,5,3,6,6,5,3
32,No,Travel_Frequently,876,Sales,19,2,Other,1,1265,3,Female,30,1,2,Sales Manager,2,Single,6520,18047,2,Y,No,19,3,3,80,3,10,4,4,10,2,0,1
39,Yes,Non-Travel,554,Sales,12,1,Marketing,1,1266,4,Male,33,1,2,Sales Representative,2,Married,16849,23799,2,Y,Yes,23,4,2,80,0,17,3,4,17,10,3,2
26,No,Non-Travel,943,Human Resources,29,3,Life Sciences,1,1267,2,Female,99,4,5,Manager,2,Single,6894,2607,2,Y,Yes,5,3,1,80,2,9,0,4,9,6,0,9
25,No,Non-Travel,1042,Human Resources,5,2,Medical,1,1268,2,Female,76,2,5,Manager,2,Married,5767,16597,3,Y,No,24,3,1,80,3,4,6,1,3,3,3,3
56,No,Non-Travel,1156,Research & Development,30,4,Marketing,1,1269,3,Female,92,1,3,Laboratory Technician,1,Single,13454,12634,0,Y,No,15,4,3,80,0,34,0,3,15,9,6,8
46,No,Travel_Rarely,180,Human Resources,6,4,Technical Degree,1,1270,1,Male,69,3,4,Manager,3,Single,6401,9404,8,Y,No,25,4,4,80,1,27,0,2,11,2,1,5
34,No,Travel_Frequently,1254,Human Resources,25,5,Medical,1,1271,3,Male,95,4,1,Manager,1,Married,15745,24822,6,Y,No,16,4,1,80,3,15,3,1,9,1,1,9
27,Yes,Travel_Frequently,670,Sales,20,1,Human Resources,1,1272,2,Female,57,3,2,Sales Manager,3,Married,7246,5588,5,Y,Yes,18,4,2,80,3,6,4,4,6,6,0,2
18,No,Non-Travel,202,Human Resources,26,4,Other,1,1273,3,Female,58,2,4,Human Resources,4,Single,6573,23896,8,Y,No,10,4,1,80,2,1,2,2,1,1,1,1
29,Yes,Travel_Frequently,724,Research & Development,17,2,Life Sciences,1,1274,1,Male,53,1,3,Healthcare Representative,1,Single,6648,13154,9,Y,Yes,17,4,3,80,3,9,6,4,9,2,2,4
56,Yes,Travel_Frequently,646,Research & Development,13,2,Life Sciences,1,1275,4,Male,86,1,1,Research Director,1,Divorced,19567,16456,5,Y,No,5,4,1,80,1,39,2,4,7,3,3,7
35,No,Travel_Frequently,268,Research & Development,28,4,Life Sciences,1,1276,2,Male,78,4,5,Research Director,1,Single,16341,9810,7,Y,No,21,4,3,80,0,15,5,4,10,4,4,9
18,No,Travel_Rarely,1101,Sales,25,3,Human Resources,1,1277,1,Female,94,3,1,Sales Representative,4,Married,7581,13847,8,Y,No,12,3,2,80,1,1,1,4,1,1,1,1
29,Yes,Non-Travel,1455,Research & Development,11,2,Medical,1,1278,4,Male,30,3,5,Laboratory Technician,4,Divorced,6542,11485,9,Y,No,13,4,4,80,1,7,2,1,1,1,1,1
47,No,Travel_Frequently,1466,Sales,3,1,Marketing,1,1279,4,Female,87,4,5,Sales Representative,4,Married,18107,15090,1,Y,Yes,16,4,3,80,1,28,3,4,10,6,6,7
26,Yes,Travel_Rarely,1273,Research & Development,29,3,Other,1,1280,2,Male,98,4,4,Healthcare Representative,4,Divorced,11421,19019,5,Y,No,20,3,3,80,2,5,5,3,3,3,3,1
18,Yes,Travel_Frequently,226,Human Resources,27,5,Marketing,1,1281,4,Female,78,4,4,Human Resources,2,Single,3137,17694,8,Y,Yes,9,4,1,80,1,1,1,2,1,1,1,1
21,Yes,Non-Travel,824,Research & Development,29,5,Other,1,1282,4,Male,62,3,2,Healthcare Representative,3,Single,15123,18441,1,Y,No,22,4,3,80,1,1,5,2,1,1,1,1
54,No,Travel_Rarely,1271,Sales,12,3,Life Sciences,1,1283,2,Female,99,1,4,Sales Executive,3,Single,16846,8544,7,Y,No,25,4,3,80,3,37,3,4,17,4,4,2
33,Yes,Travel_Rarely,985,Human Resources,21,5,Marketing,1,1284,4,Male,46,4,3,Manager,2,Divorced,5632,10642,8,Y,No,18,4,2,80,0,12,6,4,11,7,0,2
51,Yes,Travel_Frequently,1342,Sales,24,4,Human Resources,1,1285,1,Female,37,2,4,Sales Executive,2,Single,4525,24271,9,Y,Yes,24,4,4,80,3,29,0,2,3,1,1,3
41,Yes,Travel_Rarely,789,Sales,27,1,Other,1,1286,3,Male,84,2,4,Sales Representative,1,Divorced,14802,15370,4,Y,Yes,11,3,2,80,1,22,1,3,6,3,0,2
38,No,Travel_Frequently,426,Sales,16,5,Life Sciences,1,1287,3,Male,37,2,2,Sales Executive,1,Divorced,10967,6624,5,Y,Yes,14,4,4,80,0,18,2,3,18,9,4,2
56,No,Non-Travel,1369,Human Resources,5,2,Medical,1,1288,2,Male,31,2,5,Human Resources,3,Divorced,2788,17337,4,Y,No,20,3,2,80,3,36,6,2,1,1,1,1
59,No,Non-Travel,734,Sales,15,4,Marketing,1,1289,4,Male,43,2,4,Sales Representative,4,Married,12501,11440,2,Y,Yes,19,3,4,80,3,40,2,1,12,8,3,6
54,No,Non-Travel,1266,Sales,12,3,Medical,1,1290,2,Male,36,3,1,Sales Manager,3,Divorced,10177,16308,0,Y,Yes,10,4,4,80,1,37,1,4,4,4,4,4
54,No,Travel_Frequently,745,Research & Development,20,5,Human Resources,1,1291,1,Male,89,2,4,Laboratory Technician,1,Single,13882,23887,1,Y,Yes,7,4,4,80,0,33,1,2,15,6,3,10
43,Yes,Travel_Rarely,1253,Research & Development,9,1,Life Sciences,1,1292,2,Female,83,2,3,Research Director,1,Divorced,7254,21275,3,Y,Yes,7,4,1,80,1,24,5,4,9,5,4,4
46,Yes,Travel_Frequently,485,Sales,17,5,Medical,1,1293,1,Female,99,1,4,Sales Executive,1,Divorced,9153,14194,7,Y,Yes,11,3,1,80,0,28,1,4,11,8,1,1
45,No,Non-Travel,661,Sales,16,3,Marketing,1,1294,3,Female,83,2,5,Sales Representative,4,Married,11479,22896,2,Y,No,11,3,3,80,3,27,6,4,10,8,0,4
22,No,Travel_Rarely,910,Research & Development,16,4,Other,1,1295,3,Female,79,4,1,Research Director,4,Married,18374,13762,3,Y,Yes,23,4,1,80,3,2,6,1,2,2,2,2
46,No,Travel_Frequently,289,Sales,5,2,Human Resources,1,1296,2,Female,63,3,3,Sales Manager,4,Single,12684,13092,1,Y,No,16,4,2,80,2,24,3,2,19,3,2,3
35,Yes,Travel_Frequently,466,Sales,28,2,Technical Degree,1,1297,2,Male,48,3,1,Sales Executive,3,Married,7087,5993,7,Y,No,5,3,2,80,1,13,1,2,13,2,2,8
60,No,Travel_Rarely,1202,Human Resources,22,4,Medical,1,1298,4,Female,57,4,1,Manager,1,Divorced,17330,23601,9,Y,Yes,14,4,1,80,3,40,4,4,7,7,0,7
43,No,Travel_Rarely,1135,Sales,30,4,Human Resources,1,1299,3,Female,50,3,5,Sales Manager,2,Married,15384,24356,0,Y,No,16,3,3,80,1,26,1,4,19,5,3,9
